 #b(fm)                     Theta(deg)                 Theta(Rutherford)(deg)
   17.300000257790089        37.860367904052048        37.860381475994814     
   17.400000259280205        37.658151437369874        37.658163518023940     
   17.500000260770321        37.458006366143202        37.458017119263246     
   17.600000262260437        37.259902242368511        37.259911812357728     
   17.700000263750553        37.063809182457746        37.063817699398442     
   17.800000265240669        36.869697861199498        36.869705439340152     
   17.900000266730785        36.677539491651515        36.677546235729665     
   18.000000268220901        36.487305824829200        36.487311824737134     
   18.100000269711018        36.298969125443882        36.298974463482892     
   18.200000271201134        36.112502170233249        36.112506918651121     
   18.300000272691250        35.927878231998548        35.927882455383440     
   18.400000274181366        35.745071069969143        35.745074826445205     
   18.500000275671482        35.564054920551960        35.564058261656555     
   18.600000277161598        35.384804486088676        35.384807457582610     
   18.700000278651714        35.207294925024009        35.207297567474257     
   18.800000280141830        35.031501841357006        35.031504191455014     
   18.900000281631947        34.857401277534031        34.857403366945420     
   19.000000283122063        34.684969701850797        34.684971559320388     
   19.100000284612179        34.514184001408800        34.514185652792605     
   19.200000286102295        34.345021473812452        34.345022941515964     
   19.300000287592411        34.177459815984399        34.177461120903956     
   19.400000289082527        34.011477119209871        34.011478279156421     
   19.500000290572643        33.847051858115485        33.847052888990305     
   19.600000292062759        33.684162882926572        33.684163799568211     
   19.700000293552876        33.522789414131971        33.522790228619755     
   19.800000295042992        33.362911030750112        33.362911754751309     
   19.900000296533108        33.204507667019392        33.204508309938404     
   20.000000298023224        33.047559600578538        33.047560172196484     
   20.100000299513340        32.892047450658765        32.892047958425223     
   20.200000301003456        32.737952166511469        32.737952617422138     
   20.300000302493572        32.585255022219535        32.585255423060886     
   20.400000303983688        32.433937611737854        32.433937967629902     
   20.500000305473804        32.283981838782388        32.283982155327237     
   20.600000306963921        32.135369914751031        32.135370195908280     
   20.700000308454037        31.988084349350117        31.988084598481095     
   20.800000309944153        31.842107943895950        31.842108165446632     
   20.900000311434269        31.697423789683231        31.697423986579906     
   21.000000312924385        31.554015258282586        31.554015433248139     
   21.100000314414501        31.411865997898371        31.411866152762514     
   21.200000315904617        31.270959925082359        31.270960062860496     
   21.300000317394733        31.131281224461564        31.131281346314893     
   21.400000318884850        30.992814336755107        30.992814445666710     
 # Orbiting at b    4.4000000655651093     
 # Coulomb rainbow at b    4.9000000730156898       and angle   93.177696431086588      , with semiclassical correction   77.223930430219099     
 # Sommerfeld parameter:   19.685829512362194     
